DAT_MED;HR_MED;TEM_INS;UMD_INS;VEN_VEL
2016-03-23;100;25.4;93.0;0.0
2016-03-23;200;25.3;93.0;0.0
2016-03-23;300;25.2;93.0;0.0
2016-03-23;400;25.2;93.0;0.0
2016-03-23;500;24.2;94.0;0.4
2016-03-23;600;24.2;94.0;0.0
2016-03-23;700;24.4;94.0;0.0
2016-03-23;800;24.2;94.0;0.0
2016-03-23;900;24.2;94.0;0.0
2016-03-23;1000;24.3;95.0;0.0
2016-03-23;1100;25.2;96.0;0.0
2016-03-23;1200;27.4;93.0;0.6
2016-03-23;1300;29.1;81.0;1.2
2016-03-23;1400;31.0;69.0;1.1
2016-03-23;1500;32.3;62.0;1.0
2016-03-23;1600;25.9;86.0;0.9
2016-03-23;1700;29.0;83.0;1.6
2016-03-23;1800;24.1;90.0;0.2
2016-03-23;1900;24.6;90.0;0.0
2016-03-23;2000;25.0;92.0;0.0
2016-03-23;2100;24.9;92.0;1.0
2016-03-23;2200;24.8;93.0;0.0
2016-03-23;2300;24.6;93.0;0.9
2016-03-24;0;25.0;93.0;0.1
2016-03-24;100;25.0;94.0;0.0
2016-03-24;200;25.0;94.0;0.0
2016-03-24;300;24.8;94.0;0.0
2016-03-24;400;24.7;94.0;0.0
2016-03-24;500;24.6;94.0;0.0
2016-03-24;600;25.0;95.0;0.0
2016-03-24;700;24.7;95.0;0.0
2016-03-24;800;24.9;95.0;0.0
2016-03-24;900;24.8;95.0;0.0
2016-03-24;1000;24.9;98.0;0.0
2016-03-24;1100;25.1;97.0;0.0
2016-03-24;1200;27.5;93.0;0.5
2016-03-24;1300;28.5;85.0;0.9
2016-03-24;1400;30.4;74.0;0.7
2016-03-24;1500;32.1;66.0;1.1
2016-03-24;1600;26.6;86.0;0.4
2016-03-24;1700;26.3;86.0;0.9
2016-03-24;1800;27.1;91.0;0.4
2016-03-24;1900;28.2;77.0;2.7
2016-03-24;2000;29.6;71.0;1.4
2016-03-24;2100;27.7;75.0;1.5
2016-03-24;2200;26.5;79.0;0.8
2016-03-24;2300;25.6;79.0;0.0
2016-03-25;0;25.1;83.0;0.6
2016-03-25;100;24.6;85.0;0.0
2016-03-25;200;24.0;90.0;0.0
2016-03-25;300;23.8;91.0;0.0
2016-03-25;400;24.0;92.0;0.0
2016-03-25;500;24.2;93.0;0.0
2016-03-25;600;23.9;93.0;0.0
2016-03-25;700;24.0;94.0;0.0
2016-03-25;800;24.2;94.0;0.0
2016-03-25;900;24.2;94.0;0.0
2016-03-25;1000;24.5;95.0;0.0
2016-03-25;1100;26.7;92.0;0.2
2016-03-25;1200;28.7;84.0;0.4
2016-03-25;1300;30.0;74.0;0.6
2016-03-25;1400;31.5;63.0;0.9
2016-03-25;1500;31.9;59.0;1.3
2016-03-25;1600;33.1;58.0;1.8
2016-03-25;1700;32.8;61.0;1.9
2016-03-25;1800;28.5;78.0;2.1
2016-03-25;2000;25.3;89.0;1.1
2016-03-25;2100;26.2;90.0;0.2
2016-03-25;2200;25.4;90.0;0.2
2016-03-25;2300;25.2;90.0;0.0
2016-03-26;0;25.1;91.0;0.1
2016-03-26;100;25.3;91.0;0.0
2016-03-26;200;25.1;91.0;0.1
2016-03-26;300;25.1;92.0;0.1
2016-03-26;400;25.1;93.0;0.0
2016-03-26;500;24.9;93.0;0.0
2016-03-26;600;24.6;94.0;0.0
2016-03-26;700;24.6;94.0;0.0
2016-03-26;800;24.7;94.0;0.0
2016-03-26;900;24.6;95.0;0.0
2016-03-26;1000;24.9;95.0;0.0
2016-03-26;1100;26.3;95.0;0.4
2016-03-26;1200;28.7;88.0;0.5
2016-03-26;1300;30.1;77.0;1.1
2016-03-26;1400;30.7;68.0;0.7
2016-03-26;1500;31.3;70.0;1.6
2016-03-26;1600;30.9;75.0;1.7
2016-03-26;1700;26.4;85.0;1.0
2016-03-26;1800;26.7;85.0;1.3
2016-03-26;1900;27.5;84.0;0.0
2016-03-26;2000;27.8;81.0;0.5
2016-03-26;2100;26.1;89.0;0.2
2016-03-26;2200;26.0;91.0;0.0
2016-03-26;2300;25.7;92.0;0.0
2016-03-27;0;25.1;93.0;0.0
2016-03-27;100;24.9;93.0;0.0
2016-03-27;200;24.7;94.0;0.0
2016-03-27;300;24.8;94.0;0.0
2016-03-27;400;24.8;94.0;0.0
2016-03-27;500;24.9;94.0;0.0
2016-03-27;600;25.0;95.0;0.0
2016-03-27;700;24.7;95.0;0.0
2016-03-27;800;24.7;95.0;0.0
2016-03-27;900;24.7;95.0;0.0
2016-03-27;1000;25.0;95.0;0.0
2016-03-27;1100;26.7;95.0;0.2
2016-03-27;1200;29.1;86.0;0.4
2016-03-27;1300;29.4;78.0;0.7
2016-03-27;1400;30.9;71.0;0.5
2016-03-27;1500;30.6;70.0;0.4
2016-03-27;1600;25.8;90.0;0.2
2016-03-27;1700;26.6;88.0;2.8
2016-03-27;1800;27.1;88.0;0.6
2016-03-27;1900;26.8;86.0;0.4
2016-03-27;2000;26.3;88.0;1.2
2016-03-27;2100;26.0;90.0;0.3
2016-03-27;2200;25.5;91.0;0.9
2016-03-27;2300;24.4;92.0;0.5
2016-03-28;0;24.2;93.0;0.1
2016-03-28;100;24.2;93.0;0.0
2016-03-28;200;24.2;94.0;0.2
2016-03-28;300;24.2;94.0;0.0
2016-03-28;400;24.3;94.0;0.0
2016-03-28;500;24.3;95.0;0.0
2016-03-28;600;24.4;95.0;0.0
2016-03-28;700;24.6;95.0;0.0
2016-03-28;800;24.6;95.0;0.0
2016-03-28;900;24.6;95.0;0.0
2016-03-28;1000;24.8;96.0;0.0
2016-03-28;1100;26.3;95.0;0.0
2016-03-28;1200;27.6;92.0;0.4
2016-03-28;1300;29.8;78.0;1.0
2016-03-28;1400;29.7;72.0;0.8
2016-03-28;1500;31.3;65.0;0.8
2016-03-28;1600;30.6;67.0;0.5
2016-03-28;1800;29.4;85.0;1.7
2016-03-28;1900;24.5;88.0;0.8
2016-03-28;2000;25.3;91.0;0.3
2016-03-28;2100;25.7;92.0;0.3
2016-03-28;2200;25.7;92.0;0.4
2016-03-28;2300;25.8;92.0;0.2
2016-03-29;0;25.9;92.0;0.3
2016-03-29;100;25.6;93.0;0.1
2016-03-29;200;25.3;93.0;0.0
2016-03-29;300;25.3;93.0;0.0
2016-03-29;400;25.2;94.0;0.0
2016-03-29;500;25.2;94.0;0.0
2016-03-29;600;24.4;94.0;0.0
2016-03-29;700;24.4;94.0;0.0
2016-03-29;800;24.5;94.0;0.0
2016-03-29;900;24.7;94.0;0.1
2016-03-29;1000;24.8;94.0;0.2
2016-03-29;1100;25.0;94.0;0.0
2016-03-29;1200;25.5;94.0;0.0
2016-03-29;1300;26.0;93.0;0.6
2016-03-29;1400;26.9;91.0;0.9
2016-03-29;1500;26.4;88.0;1.3
2016-03-29;1600;26.8;79.0;1.6
2016-03-29;1700;28.3;76.0;0.9
2016-03-29;1800;29.8;70.0;0.9
2016-03-29;1900;30.4;64.0;1.6
2016-03-29;2000;29.8;69.0;1.9
2016-03-29;2100;28.8;74.0;0.5
2016-03-29;2200;27.7;79.0;0.7
2016-03-29;2300;26.8;84.0;0.5
2016-03-30;0;26.2;86.0;0.0
2016-03-30;100;26.1;86.0;0.5
2016-03-30;200;26.1;85.0;0.0
2016-03-30;300;25.8;86.0;0.1
2016-03-30;400;25.2;90.0;0.0
2016-03-30;500;25.2;92.0;0.0
2016-03-30;600;24.9;92.0;0.3
2016-03-30;700;24.6;93.0;0.0
2016-03-30;800;24.6;93.0;0.0
2016-03-30;900;24.4;94.0;0.0
2016-03-30;1000;24.7;94.0;0.0
2016-03-30;1100;25.4;93.0;0.6
2016-03-30;1200;27.2;90.0;0.1
2016-03-30;1300;29.8;76.0;0.6
2016-03-30;1400;29.8;76.0;1.7
2016-03-30;1500;30.9;70.0;1.4
2016-03-30;1600;31.5;65.0;1.5
2016-03-30;1700;32.4;63.0;1.3
2016-03-30;1800;30.9;68.0;1.1
2016-03-30;1900;31.6;62.0;0.7
2016-03-30;2000;26.9;88.0;0.2
2016-03-30;2100;25.7;88.0;0.1
2016-03-30;2200;26.2;89.0;0.4
2016-03-30;2300;25.6;86.0;0.0
2016-03-31;0;25.5;87.0;0.0
2016-03-31;100;25.1;89.0;0.0
2016-03-31;200;24.9;90.0;0.0
2016-03-31;300;24.9;91.0;0.0
2016-03-31;400;24.7;92.0;0.0
2016-03-31;500;24.9;92.0;0.0
2016-03-31;600;24.8;93.0;0.0
2016-03-31;700;24.6;94.0;0.0
2016-03-31;800;24.5;95.0;0.0
2016-03-31;900;24.4;95.0;0.0
2016-03-31;1000;25.0;96.0;0.0
2016-03-31;1100;26.2;95.0;0.1
2016-03-31;1200;29.1;88.0;0.9
2016-03-31;1300;30.3;72.0;0.9
2016-03-31;1400;31.4;65.0;1.3
2016-03-31;1500;30.0;71.0;0.7
2016-03-31;1600;30.7;69.0;1.7
2016-03-31;1800;26.5;93.0;0.1
2016-03-31;1900;25.7;93.0;0.4
2016-03-31;2000;25.6;95.0;0.0
2016-03-31;2100;25.3;95.0;0.5
2016-03-31;2200;25.3;95.0;0.5
2016-03-31;2300;25.3;95.0;0.4
2016-04-01;0;25.2;95.0;0.3
2016-04-01;100;25.1;95.0;0.0
2016-04-01;200;25.2;96.0;0.0
2016-04-01;300;25.0;96.0;0.0
2016-04-01;400;24.8;96.0;0.0
2016-04-01;500;24.7;96.0;0.0
2016-04-01;600;24.7;97.0;0.0
2016-04-01;700;24.6;97.0;0.0
2016-04-01;800;24.6;97.0;0.0
2016-04-01;900;24.7;98.0;0.0
2016-04-01;1000;24.8;98.0;0.0
2016-04-01;1100;26.6;97.0;0.3
2016-04-01;1200;27.6;90.0;0.3
2016-04-01;1300;27.3;88.0;0.4
2016-04-01;1400;28.7;83.0;0.6
2016-04-01;1500;29.4;76.0;1.3
2016-04-01;1600;30.0;69.0;2.2
2016-04-01;1700;27.7;83.0;0.3
2016-04-01;1800;26.8;88.0;0.1
2016-04-01;1900;26.5;89.0;0.5
2016-04-01;2000;26.6;90.0;0.5
2016-04-01;2100;25.9;88.0;0.7
2016-04-01;2200;25.8;90.0;0.2
2016-04-01;2300;25.9;91.0;0.0
2016-04-02;0;25.7;91.0;0.1
2016-04-02;100;25.7;91.0;0.0
2016-04-02;200;25.3;92.0;0.0
2016-04-02;300;25.2;92.0;0.1
2016-04-02;400;25.2;93.0;0.0
2016-04-02;500;25.0;93.0;0.2
2016-04-02;600;25.0;93.0;0.1
2016-04-02;700;24.7;93.0;0.2
2016-04-02;800;24.5;94.0;0.1
2016-04-02;900;24.4;94.0;0.1
2016-04-02;1000;24.6;94.0;0.0
2016-04-02;1100;25.4;93.0;0.0
2016-04-02;1200;25.5;93.0;0.5
2016-04-02;1400;23.1;94.0;1.0
2016-04-02;1500;23.4;94.0;0.0
2016-04-02;1600;23.4;94.0;0.0
2016-04-02;1700;24.1;94.0;0.0
2016-04-02;1800;24.7;94.0;0.0
2016-04-02;1900;25.4;92.0;0.0
2016-04-02;2000;24.9;92.0;0.0
2016-04-02;2100;24.7;93.0;0.0
2016-04-02;2200;24.3;93.0;0.0
2016-04-02;2300;24.6;94.0;0.0
2016-04-03;0;24.5;94.0;0.0
2016-04-03;100;24.4;94.0;0.0
2016-04-03;200;24.1;94.0;0.0
2016-04-03;300;24.1;95.0;0.0
2016-04-03;400;23.9;95.0;0.0
2016-04-03;500;23.9;95.0;0.0
2016-04-03;600;23.9;95.0;0.0
2016-04-03;700;24.0;95.0;0.0
2016-04-03;800;24.0;95.0;0.0
2016-04-03;900;23.9;95.0;0.0
2016-04-03;1000;23.6;95.0;0.0
2016-04-03;1100;24.4;95.0;0.0
2016-04-03;1200;26.6;93.0;0.0
2016-04-03;1300;29.2;82.0;0.0
2016-04-03;1400;29.2;73.0;0.0
2016-04-03;1500;31.4;59.0;0.0
2016-04-03;1600;30.5;67.0;0.2
2016-04-03;1700;30.5;67.0;1.3
2016-04-03;1800;30.6;65.0;1.8
2016-04-03;1900;29.8;71.0;1.6
2016-04-03;2000;29.7;70.0;0.3
2016-04-03;2100;27.7;78.0;1.3
2016-04-03;2200;26.8;81.0;1.3
2016-04-03;2300;26.5;81.0;0.3
2016-04-04;0;26.1;83.0;1.0
2016-04-04;100;26.1;86.0;0.2
2016-04-04;200;25.8;87.0;0.2
2016-04-04;300;25.5;88.0;0.1
2016-04-04;400;25.5;89.0;0.1
2016-04-04;500;25.3;89.0;0.1
2016-04-04;600;25.1;90.0;0.1
2016-04-04;700;25.0;91.0;0.3
2016-04-04;800;25.1;91.0;0.0
2016-04-04;900;25.1;91.0;0.0
2016-04-04;1000;25.7;91.0;0.1
2016-04-04;1100;27.0;87.0;0.1
2016-04-04;1200;28.8;76.0;1.3
2016-04-04;1300;30.2;67.0;1.4
2016-04-04;1400;30.3;68.0;1.2
2016-04-04;1500;30.7;63.0;1.5
2016-04-04;1600;31.5;61.0;0.9
2016-04-04;1700;30.2;70.0;1.9
2016-04-04;1800;31.2;65.0;1.7
2016-04-04;1900;30.3;70.0;1.5
2016-04-04;2000;29.2;71.0;1.1
2016-04-04;2100;27.3;86.0;0.7
2016-04-04;2200;27.1;85.0;0.7
2016-04-04;2300;26.9;84.0;0.6
2016-04-05;0;26.9;84.0;0.5
2016-04-05;100;26.7;85.0;0.3
2016-04-05;200;26.3;87.0;0.0
2016-04-05;300;26.1;88.0;0.1
2016-04-05;400;25.6;90.0;0.0
2016-04-05;500;25.4;92.0;0.0
2016-04-05;600;25.1;93.0;0.0
2016-04-05;700;25.2;93.0;0.0
2016-04-05;800;24.9;94.0;0.0
2016-04-05;900;24.8;94.0;0.0
2016-04-05;1000;25.2;95.0;0.0
2016-04-05;1100;26.4;94.0;0.3
2016-04-05;1200;29.3;85.0;0.9
2016-04-05;1300;30.7;73.0;0.8
2016-04-05;1400;31.2;64.0;1.3
2016-04-05;1500;32.8;62.0;1.0
2016-04-05;1600;31.0;69.0;0.9
2016-04-05;1700;29.9;75.0;2.4
2016-04-05;1800;28.9;77.0;2.8
2016-04-05;1900;26.7;84.0;0.8
2016-04-05;2000;26.7;84.0;1.5
2016-04-05;2100;26.7;84.0;0.2
2016-04-05;2200;26.3;85.0;0.6
2016-04-05;2300;26.4;87.0;0.5
2016-04-06;0;26.6;88.0;0.7
2016-04-06;100;26.5;89.0;0.2
2016-04-06;200;26.2;90.0;0.0
2016-04-06;300;26.0;90.0;0.0
2016-04-06;400;25.8;91.0;0.1
2016-04-06;500;25.6;92.0;0.0
2016-04-06;600;25.7;92.0;0.0
2016-04-06;700;25.6;92.0;0.0
2016-04-06;800;25.3;93.0;0.0
2016-04-06;900;25.4;93.0;0.0
2016-04-06;1000;25.6;93.0;0.0
2016-04-06;1100;27.3;91.0;0.0
2016-04-06;1200;29.7;80.0;1.3
2016-04-06;1300;30.5;69.0;0.7
2016-04-06;1400;31.1;68.0;0.3
2016-04-06;1500;26.5;87.0;0.0
2016-04-06;1600;27.6;79.0;0.7
2016-04-06;1700;26.9;87.0;1.2
2016-04-06;1800;27.8;80.0;0.7
2016-04-06;1900;28.0;76.0;1.2
2016-04-06;2000;28.0;76.0;0.4
2016-04-06;2100;27.1;81.0;0.0
2016-04-06;2200;26.6;83.0;0.0
2016-04-06;2300;26.3;85.0;0.0
2016-04-07;0;26.0;88.0;0.0
2016-04-07;100;25.5;90.0;0.0
2016-04-07;200;25.4;91.0;0.0
2016-04-07;300;25.5;92.0;0.0
2016-04-07;400;25.4;92.0;0.0
2016-04-07;500;25.2;93.0;0.0
2016-04-07;600;25.0;93.0;0.0
2016-04-07;700;25.0;93.0;0.0
2016-04-07;800;25.0;94.0;0.2
2016-04-07;900;25.0;94.0;0.0
2016-04-07;1000;25.4;94.0;0.0
2016-04-07;1100;26.9;90.0;0.6
2016-04-07;1200;28.4;80.0;0.7
2016-04-07;1300;31.0;68.0;0.8
2016-04-07;1400;31.3;66.0;1.1
2016-04-07;1500;30.0;69.0;1.6
2016-04-07;1600;31.5;67.0;2.3
2016-04-07;1700;30.8;66.0;2.7
2016-04-07;1800;29.7;68.0;2.7
2016-04-07;1900;30.4;66.0;2.0
2016-04-07;2000;28.9;73.0;0.5
2016-04-07;2100;28.1;75.0;1.4
2016-04-07;2200;26.5;88.0;0.5
2016-04-07;2300;25.5;90.0;1.2
2016-04-08;0;25.1;91.0;0.1
2016-04-08;100;25.3;91.0;0.0
2016-04-08;200;25.2;92.0;0.0
2016-04-08;300;25.2;93.0;0.0
2016-04-08;400;25.3;93.0;0.0
2016-04-08;500;25.1;94.0;0.0
2016-04-08;600;25.2;94.0;0.0
2016-04-08;700;25.1;94.0;0.1
2016-04-08;800;25.1;94.0;0.0
2016-04-08;900;25.0;95.0;0.0
2016-04-08;1000;25.1;95.0;0.0
2016-04-08;1100;26.5;94.0;0.4
2016-04-08;1200;28.1;87.0;0.4
2016-04-08;1300;29.7;73.0;1.2
2016-04-08;1400;30.5;68.0;0.8
2016-04-08;1600;31.1;68.0;1.5
2016-04-08;1700;29.6;75.0;2.1
2016-04-08;1800;28.4;85.0;1.4
2016-04-08;1900;30.7;70.0;2.5
2016-04-08;2000;29.2;74.0;1.8
2016-04-08;2100;28.3;78.0;1.3
2016-04-08;2200;27.8;81.0;1.0
2016-04-08;2300;27.6;83.0;0.8
2016-04-09;0;27.5;83.0;0.9
2016-04-09;100;27.0;86.0;0.1
2016-04-09;200;26.6;89.0;0.0
2016-04-09;300;26.4;89.0;0.3
2016-04-09;400;26.3;90.0;0.1
2016-04-09;500;26.0;90.0;0.0
2016-04-09;600;25.8;91.0;0.0
2016-04-09;700;25.4;92.0;0.0
2016-04-09;800;25.2;93.0;0.0
2016-04-09;900;25.1;93.0;0.0
2016-04-09;1000;25.1;93.0;0.0
2016-04-09;1100;26.2;92.0;0.9
2016-04-09;1200;28.6;83.0;0.7
2016-04-09;1300;29.9;74.0;1.3
2016-04-09;1400;30.8;69.0;0.7
2016-04-09;1500;32.1;64.0;1.0
2016-04-09;1600;28.5;73.0;1.0
2016-04-09;1700;32.4;63.0;0.8
2016-04-09;1800;28.3;80.0;1.6
2016-04-09;1900;23.9;94.0;0.1
2016-04-09;2000;24.8;95.0;0.8
2016-04-09;2100;25.3;96.0;0.3
2016-04-09;2200;25.4;96.0;0.4
2016-04-09;2300;25.6;97.0;0.2
2016-04-10;0;25.7;97.0;0.3
2016-04-10;100;25.6;97.0;0.0
2016-04-10;200;25.5;96.0;0.0
2016-04-10;300;25.7;96.0;0.0
2016-04-10;400;25.7;96.0;0.0
2016-04-10;500;25.4;96.0;0.0
2016-04-10;600;25.3;96.0;0.0
2016-04-10;700;25.2;96.0;0.0
2016-04-10;800;25.2;95.0;0.0
2016-04-10;900;25.2;95.0;0.0
2016-04-10;1000;25.5;95.0;0.0
2016-04-10;1100;27.8;93.0;0.4
2016-04-10;1200;29.6;84.0;0.9
2016-04-10;1300;30.0;73.0;1.5
2016-04-10;1400;31.1;67.0;1.2
2016-04-10;1500;33.3;60.0;0.8
2016-04-10;1600;31.3;61.0;1.5
2016-04-10;1700;26.2;89.0;0.2
2016-04-10;1800;26.3;91.0;0.4
2016-04-10;1900;27.8;81.0;0.5
2016-04-10;2000;27.9;80.0;1.1
2016-04-10;2100;27.5;82.0;0.6
2016-04-10;2200;26.9;85.0;0.2
2016-04-10;2300;24.4;89.0;1.7
2016-04-11;0;24.7;92.0;1.2
2016-04-11;100;24.8;93.0;0.0
2016-04-11;200;24.7;94.0;0.0
2016-04-11;300;24.7;94.0;0.0
2016-04-11;400;24.7;94.0;0.0
2016-04-11;500;24.7;94.0;0.0
2016-04-11;600;24.6;95.0;0.0
2016-04-11;700;24.6;95.0;0.0
2016-04-11;800;24.6;96.0;0.0
2016-04-11;900;24.4;96.0;0.0
2016-04-11;1000;24.7;96.0;0.5
2016-04-11;1100;26.0;95.0;0.0
2016-04-11;1200;27.5;91.0;0.4
2016-04-11;1300;30.4;80.0;0.3
2016-04-11;1400;30.6;70.0;0.9
2016-04-11;1500;32.0;66.0;1.0
2016-04-11;1600;33.1;61.0;1.9
2016-04-11;1700;29.8;70.0;1.3
2016-04-11;1800;25.8;90.0;0.2
2016-04-11;1900;26.5;90.0;0.4
2016-04-11;2000;27.0;86.0;0.0
2016-04-11;2100;26.2;89.0;0.0
2016-04-11;2200;26.0;91.0;0.0
2016-04-11;2300;25.9;93.0;0.0
2016-04-12;0;25.6;94.0;0.0
2016-04-12;100;25.5;94.0;0.1
2016-04-12;200;25.4;95.0;0.0
2016-04-12;300;25.1;95.0;0.0
2016-04-12;400;25.1;96.0;0.0
2016-04-12;500;24.8;96.0;0.0
2016-04-12;600;24.7;96.0;0.4
2016-04-12;700;24.6;96.0;1.2
2016-04-12;800;23.6;96.0;2.2
2016-04-12;900;23.6;96.0;0.1
2016-04-12;1000;23.8;96.0;0.0
2016-04-12;1100;24.0;96.0;0.0
2016-04-12;1200;24.9;96.0;0.0
2016-04-12;1300;26.3;93.0;0.7
2016-04-12;1400;29.8;78.0;1.0
2016-04-12;1500;29.8;71.0;1.5
2016-04-12;1600;31.0;66.0;1.9
2016-04-12;1700;31.8;65.0;1.4
2016-04-12;1800;31.1;67.0;1.1
2016-04-12;1900;28.5;78.0;1.0
2016-04-12;2000;26.4;84.0;1.4
2016-04-12;2100;24.3;90.0;2.8
2016-04-12;2200;24.5;93.0;0.6
2016-04-12;2300;23.7;93.0;0.1
2016-04-13;0;23.7;93.0;0.0
2016-04-13;100;23.4;93.0;0.0
2016-04-13;200;23.9;94.0;0.0
2016-04-13;300;24.0;94.0;0.0
2016-04-13;400;23.9;95.0;0.0
2016-04-13;500;23.8;95.0;0.0
2016-04-13;600;24.0;95.0;0.1
2016-04-13;700;23.7;95.0;0.0
2016-04-13;800;23.6;95.0;0.0
2016-04-13;900;23.6;95.0;0.0
2016-04-13;1000;24.1;96.0;0.0
2016-04-13;1100;24.8;95.0;0.0
2016-04-13;1200;27.6;89.0;0.0
2016-04-13;1300;28.4;83.0;0.0
2016-04-13;1400;29.2;74.0;0.0
2016-04-13;1500;29.8;74.0;0.0
2016-04-13;1600;29.9;73.0;0.0
2016-04-13;1700;30.5;71.0;0.0
2016-04-13;1800;29.4;73.0;0.2
2016-04-13;1900;26.2;83.0;1.5
2016-04-13;2000;25.9;84.0;1.6
2016-04-13;2100;24.1;93.0;0.1
2016-04-13;2200;24.7;93.0;0.8
2016-04-13;2300;24.6;93.0;0.8
2016-04-14;0;24.8;94.0;0.0
2016-04-14;100;24.8;94.0;0.1
2016-04-14;200;24.6;94.0;0.0
2016-04-14;300;25.0;95.0;0.0
2016-04-14;400;24.8;95.0;0.0
2016-04-14;500;24.8;95.0;0.0
2016-04-14;600;24.6;95.0;0.0
2016-04-14;700;24.6;96.0;0.0
2016-04-14;800;24.6;96.0;0.0
2016-04-14;900;24.5;96.0;0.0
2016-04-14;1000;25.2;96.0;0.0
2016-04-14;1100;25.8;95.0;0.4
2016-04-14;1200;28.1;87.0;1.0
2016-04-14;1300;29.9;70.0;1.5
2016-04-14;1400;30.5;67.0;1.1
2016-04-14;1500;31.0;65.0;1.8
2016-04-14;1600;32.9;63.0;2.0
2016-04-14;1700;33.2;58.0;1.3
2016-04-14;1800;32.2;62.0;1.7
2016-04-14;1900;27.3;82.0;1.3
2016-04-14;2000;27.3;81.0;0.6
2016-04-14;2100;26.3;85.0;2.2
2016-04-14;2200;25.8;88.0;0.6
2016-04-14;2300;25.6;87.0;0.6
2016-04-15;0;25.4;88.0;0.0
2016-04-15;100;25.3;89.0;0.0
2016-04-15;200;25.5;88.0;0.9
2016-04-15;300;25.4;88.0;0.3
2016-04-15;400;25.6;89.0;0.1
2016-04-15;500;25.4;89.0;0.2
2016-04-15;600;25.2;90.0;0.0
2016-04-15;700;25.5;90.0;0.0
2016-04-15;800;25.4;91.0;0.0
2016-04-15;900;25.2;91.0;0.0
2016-04-15;1000;25.9;92.0;0.1
2016-04-15;1100;28.7;84.0;0.4
2016-04-15;1200;30.1;72.0;0.9
2016-04-15;1300;30.8;65.0;0.9
2016-04-15;1400;31.0;66.0;1.0
2016-04-15;1500;32.1;66.0;1.6
2016-04-15;1600;30.9;67.0;1.1
2016-04-15;1700;28.1;81.0;2.7
2016-04-15;1800;26.1;90.0;2.2
2016-04-15;1900;26.5;91.0;0.5
2016-04-15;2000;27.3;82.0;0.5
2016-04-15;2100;25.5;89.0;0.2
2016-04-15;2200;25.2;91.0;0.2
2016-04-15;2300;24.9;92.0;0.0
2016-04-16;0;25.0;93.0;0.1
2016-04-16;100;24.9;93.0;0.0
2016-04-16;200;24.8;93.0;0.0
2016-04-16;300;24.8;94.0;0.0
2016-04-16;400;24.7;94.0;0.0
2016-04-16;500;24.6;95.0;0.0
2016-04-16;600;24.4;95.0;0.0
2016-04-16;700;24.1;95.0;0.0
2016-04-16;800;24.0;95.0;0.0
2016-04-16;900;23.8;96.0;0.0
2016-04-16;1000;24.3;96.0;0.0
2016-04-16;1100;26.6;95.0;0.3
2016-04-16;1200;29.3;82.0;1.2
2016-04-16;1300;29.5;71.0;1.5
2016-04-16;1400;31.1;68.0;1.2
2016-04-16;1500;32.3;63.0;1.3
2016-04-16;1600;32.1;62.0;0.7
2016-04-16;1700;31.7;64.0;2.2
2016-04-16;1800;30.2;73.0;2.1
2016-04-16;1900;26.4;90.0;1.1
2016-04-16;2000;26.1;91.0;1.5
2016-04-16;2100;26.2;91.0;0.4
2016-04-16;2200;26.3;91.0;0.2
2016-04-16;2300;26.0;92.0;0.0
2016-04-17;0;25.1;92.0;1.8
2016-04-17;100;24.8;93.0;0.0
2016-04-17;200;24.9;93.0;0.0
2016-04-17;300;25.0;94.0;0.0
2016-04-17;400;25.1;94.0;0.0
2016-04-17;500;25.0;95.0;0.0
2016-04-17;600;24.8;95.0;0.1
2016-04-17;700;24.7;96.0;0.0
2016-04-17;800;24.5;96.0;0.0
2016-04-17;900;24.6;96.0;0.0
2016-04-17;1000;25.2;96.0;0.2
2016-04-17;1100;27.0;94.0;1.2
2016-04-17;1200;29.5;84.0;1.3
2016-04-17;1300;30.6;72.0;0.8
2016-04-17;1400;31.8;67.0;1.6
2016-04-17;1500;32.3;60.0;1.9
2016-04-17;1600;31.3;63.0;2.4
2016-04-17;1700;33.2;60.0;1.8
2016-04-17;1800;31.8;70.0;2.2
2016-04-17;2000;26.6;91.0;0.9
2016-04-17;2100;26.7;91.0;0.7
2016-04-17;2200;26.7;90.0;0.1
2016-04-17;2300;25.9;91.0;0.8
2016-04-18;0;24.8;94.0;0.0
2016-04-18;100;24.8;94.0;0.1
2016-04-18;200;25.2;95.0;0.2
2016-04-18;300;25.1;95.0;0.1
2016-04-18;400;25.2;95.0;0.1
2016-04-18;500;25.2;95.0;0.3
2016-04-18;600;25.2;95.0;0.0
2016-04-18;700;25.1;95.0;0.0
2016-04-18;800;24.8;95.0;0.0
2016-04-18;900;24.8;95.0;0.0
2016-04-18;1000;25.1;95.0;0.0
2016-04-18;1100;27.3;94.0;0.2
2016-04-18;1200;29.5;85.0;1.2
2016-04-18;1300;30.1;73.0;1.4
2016-04-18;1400;31.3;71.0;1.3
2016-04-18;1500;31.3;68.0;1.1
2016-04-18;1600;28.7;80.0;2.3
2016-04-18;1700;27.7;85.0;1.5
2016-04-18;1800;24.9;92.0;1.2
2016-04-18;1900;25.3;92.0;0.1
2016-04-18;2000;25.4;93.0;0.0
2016-04-18;2100;25.3;93.0;0.4
2016-04-18;2200;25.3;93.0;0.0
2016-04-18;2300;25.0;93.0;0.0
2016-04-19;0;25.1;93.0;0.4
2016-04-19;100;25.1;94.0;0.3
2016-04-19;200;25.1;93.0;1.7
2016-04-19;300;24.8;93.0;0.0
2016-04-19;400;24.6;93.0;0.0
2016-04-19;500;24.7;94.0;0.0
