DAT_MED;HR_MED;TEM_INS;UMD_INS;VEN_VEL
2013-03-24;900;25.2;85.0;0.6
2013-03-24;1000;25.5;85.0;0.3
2013-03-24;1100;26.4;83.0;1.0
2013-03-24;1200;27.9;77.0;1.7
2013-03-24;1300;30.4;68.0;0.9
2013-03-24;1400;30.2;67.0;1.8
2013-03-24;1500;30.1;69.0;0.8
2013-03-24;1600;30.5;65.0;2.3
2013-03-24;1700;30.1;64.0;2.8
2013-03-24;1800;31.0;63.0;2.8
2013-03-24;2000;30.2;64.0;2.6
2013-03-24;2200;27.9;74.0;2.8
2013-03-24;2300;27.4;76.0;1.5
2013-03-25;0;27.2;77.0;1.3
2013-03-25;100;27.2;78.0;1.2
2013-03-25;200;26.7;80.0;0.9
2013-03-25;300;26.7;80.0;1.0
2013-03-25;400;26.5;82.0;0.7
2013-03-25;500;26.3;81.0;1.4
2013-03-25;600;26.0;83.0;0.7
2013-03-25;700;25.8;84.0;0.7
2013-03-25;800;25.3;87.0;0.1
2013-03-25;900;25.1;90.0;0.0
2013-03-25;1000;26.0;85.0;0.4
2013-03-25;1100;27.3;80.0;0.7
2013-03-25;1200;28.8;72.0;1.3
2013-03-25;1300;29.5;68.0;1.8
2013-03-25;1400;30.4;64.0;0.8
2013-03-25;1500;30.0;63.0;2.0
2013-03-25;1600;26.0;77.0;1.4
2013-03-25;1700;24.6;91.0;0.2
2013-03-25;1800;25.1;90.0;0.6
2013-03-25;1900;26.3;86.0;0.7
2013-03-25;2000;26.9;85.0;1.0
2013-03-25;2100;26.2;89.0;1.0
2013-03-25;2200;25.6;90.0;0.0
2013-03-25;2300;25.4;92.0;0.1
2013-03-26;0;25.4;92.0;0.1
2013-03-26;100;25.2;92.0;0.3
2013-03-26;200;25.1;93.0;0.2
2013-03-26;300;25.1;92.0;0.1
2013-03-26;400;25.1;92.0;0.3
2013-03-26;500;24.8;92.0;0.3
2013-03-26;600;24.7;93.0;0.1
2013-03-26;700;24.6;93.0;0.4
2013-03-26;800;24.6;93.0;0.6
2013-03-26;900;24.4;93.0;0.0
2013-03-26;1000;24.8;93.0;0.0
2013-03-26;1100;26.8;89.0;0.5
2013-03-26;1200;28.5;78.0;1.1
2013-03-26;1300;30.5;69.0;0.9
2013-03-26;1400;31.6;67.0;1.1
2013-03-26;1500;32.1;57.0;1.5
2013-03-26;1600;33.0;60.0;1.5
2013-03-26;1700;32.4;62.0;1.7
2013-03-26;1800;27.3;85.0;1.0
2013-03-26;1900;26.1;90.0;0.5
2013-03-26;2000;27.4;86.0;0.6
2013-03-26;2100;27.5;81.0;0.6
2013-03-26;2200;27.2;81.0;1.7
2013-03-26;2300;26.9;83.0;1.1
2013-03-27;0;26.7;85.0;0.8
2013-03-27;100;26.2;86.0;0.1
2013-03-27;200;25.6;89.0;0.1
2013-03-27;300;25.6;90.0;0.1
2013-03-27;400;25.3;90.0;0.4
2013-03-27;500;25.1;91.0;0.1
2013-03-27;600;24.8;92.0;0.0
2013-03-27;700;24.7;92.0;0.3
2013-03-27;800;24.4;92.0;0.0
2013-03-27;900;24.5;93.0;0.4
2013-03-27;1000;24.8;93.0;0.1
2013-03-27;1100;26.4;91.0;0.4
2013-03-27;1200;27.9;81.0;1.3
2013-03-27;1300;30.0;72.0;1.2
2013-03-27;1400;30.8;66.0;1.9
2013-03-27;1500;32.3;60.0;1.5
2013-03-27;1600;32.7;62.0;1.5
2013-03-27;1700;29.2;76.0;2.2
2013-03-27;1800;30.8;70.0;2.2
2013-03-27;1900;31.7;63.0;2.4
2013-03-27;2000;30.8;67.0;2.7
2013-03-27;2100;27.0;79.7;0.9
2013-03-27;2200;26.3;82.8;0.7
2013-03-27;2300;25.9;84.0;0.6
2013-03-28;0;25.6;85.0;0.5
2013-03-28;100;25.3;86.2;0.4
2013-03-28;200;25.1;87.3;0.3
2013-03-28;300;24.9;88.4;0.3
2013-03-28;400;24.6;89.4;0.2
2013-03-28;500;24.4;90.2;0.2
2013-03-28;600;24.2;90.9;0.2
2013-03-28;700;24.1;91.5;0.1
2013-03-28;800;24.0;92.0;0.1
2013-03-28;900;23.9;92.4;0.1
2013-03-28;1000;24.5;91.7;0.2
2013-03-28;1100;26.2;86.1;0.7
2013-03-28;1200;28.0;77.6;1.1
2013-03-28;1300;29.4;70.3;1.3
2013-03-28;1400;30.3;65.7;1.4
2013-03-28;1500;32.6;60.0;2.1
2013-03-28;1600;31.3;62.0;1.2
2013-03-28;1700;31.1;61.0;1.5
2013-03-28;1800;29.1;69.0;1.7
2013-03-28;1900;29.0;72.0;1.6
2013-03-28;2000;28.6;76.0;1.1
2013-03-28;2100;28.1;77.0;1.2
2013-03-28;2200;27.9;81.0;1.3
2013-03-28;2300;27.6;78.0;1.0
2013-03-29;0;27.3;79.0;1.3
2013-03-29;100;27.0;81.0;1.0
2013-03-29;200;26.6;83.0;0.7
2013-03-29;300;26.4;84.0;0.4
2013-03-29;400;25.6;88.0;0.1
2013-03-29;500;25.7;90.0;0.3
2013-03-29;600;25.5;90.0;0.4
2013-03-29;700;25.2;91.0;0.6
2013-03-29;800;25.0;91.0;0.4
2013-03-29;900;24.9;91.0;0.4
2013-03-29;1000;25.0;91.0;0.2
2013-03-29;1100;26.0;87.0;0.6
2013-03-29;1200;27.5;79.0;1.1
2013-03-29;1300;26.9;77.0;1.1
2013-03-29;1400;27.7;74.0;1.1
2013-03-29;1500;27.4;79.0;0.9
2013-03-29;1600;29.5;72.0;1.8
2013-03-29;1700;29.8;67.0;2.5
2013-03-29;1800;30.0;67.0;2.2
2013-03-29;1900;29.2;71.0;2.2
2013-03-29;2000;29.3;71.0;1.8
2013-03-29;2100;25.2;88.0;1.7
2013-03-29;2200;25.1;90.0;0.8
2013-03-29;2300;25.3;89.0;0.3
2013-03-30;0;25.2;89.0;0.3
2013-03-30;100;25.0;90.0;0.0
2013-03-30;200;25.3;90.0;0.1
2013-03-30;300;25.0;91.0;0.0
2013-03-30;400;24.9;92.0;0.0
2013-03-30;500;25.1;93.0;0.0
2013-03-30;600;24.8;92.0;0.6
2013-03-30;700;24.4;92.0;0.3
2013-03-30;800;24.6;92.0;0.0
2013-03-30;900;24.6;93.0;0.1
2013-03-30;1000;25.4;93.0;0.5
2013-03-30;1100;25.3;93.0;1.0
2013-03-30;1200;26.6;91.0;1.1
2013-03-30;1300;27.7;80.0;1.4
2013-03-30;1400;30.3;67.0;1.9
2013-03-30;1600;27.4;84.0;2.2
2013-03-30;1700;27.4;81.0;2.1
2013-03-30;1800;26.6;83.0;1.4
2013-03-30;1900;26.6;83.0;1.8
2013-03-30;2000;25.6;89.0;0.8
2013-03-30;2100;25.3;91.0;0.1
2013-03-30;2200;25.0;92.0;0.1
2013-03-30;2300;25.0;93.0;0.2
2013-03-31;0;25.0;93.0;0.0
2013-03-31;100;24.8;93.0;0.1
2013-03-31;200;24.6;93.0;0.0
2013-03-31;300;24.5;93.0;0.2
2013-03-31;400;24.3;93.0;0.1
2013-03-31;500;24.0;94.0;0.0
2013-03-31;600;24.1;94.0;0.0
2013-03-31;700;24.1;94.0;0.0
2013-03-31;800;24.1;94.0;0.6
2013-03-31;900;24.1;94.0;0.2
2013-03-31;1000;24.4;94.0;0.1
2013-03-31;1100;25.1;93.0;0.7
2013-03-31;1200;25.8;90.0;1.1
2013-03-31;1300;28.1;78.0;1.0
2013-03-31;1400;29.2;72.0;1.2
2013-03-31;1500;28.0;82.0;1.8
2013-03-31;1600;29.4;67.0;2.2
2013-03-31;1700;25.9;88.0;0.4
2013-03-31;1800;27.9;78.0;0.8
2013-03-31;1900;27.9;75.0;1.5
2013-03-31;2000;28.6;73.0;0.8
2013-03-31;2100;27.4;80.0;1.7
2013-03-31;2200;26.4;85.0;0.1
2013-03-31;2300;26.3;87.0;0.6
2013-04-01;0;26.3;81.0;0.8
2013-04-01;100;25.6;76.0;0.5
2013-04-01;200;25.0;81.0;0.7
2013-04-01;300;24.4;84.0;0.2
2013-04-01;400;23.9;88.0;0.2
2013-04-01;500;23.8;90.0;0.3
2013-04-01;600;23.6;91.0;0.2
2013-04-01;700;23.7;91.0;0.2
2013-04-01;800;23.5;92.0;0.4
2013-04-01;900;23.6;92.0;1.0
2013-04-01;1000;24.7;91.0;1.5
2013-04-01;1100;25.8;85.0;1.4
2013-04-01;1200;26.8;80.0;1.2
2013-04-01;1300;29.6;68.0;1.3
2013-04-01;1400;31.2;61.0;1.1
2013-04-01;1500;31.0;57.0;1.8
2013-04-01;1600;32.9;54.0;1.5
2013-04-01;1700;31.7;59.0;1.7
2013-04-01;1800;30.6;69.0;1.6
2013-04-01;1900;28.5;74.0;1.4
2013-04-01;2000;30.0;72.0;0.8
2013-04-01;2100;27.0;78.0;1.7
2013-04-01;2200;26.4;82.0;0.8
2013-04-01;2300;25.6;86.0;0.8
2013-04-02;0;25.9;87.0;0.6
2013-04-02;100;26.1;85.0;0.6
2013-04-02;200;26.1;85.0;0.5
2013-04-02;300;25.6;87.0;0.7
2013-04-02;400;25.3;88.0;0.8
2013-04-02;500;25.1;89.0;0.4
2013-04-02;600;24.7;90.0;0.3
2013-04-02;700;24.4;92.0;0.1
2013-04-02;800;24.5;92.0;0.1
2013-04-02;900;24.5;92.0;0.4
2013-04-02;1000;25.3;91.0;0.4
2013-04-02;1100;26.8;85.0;0.7
2013-04-02;1200;29.3;73.0;1.5
2013-04-02;1300;29.4;68.0;1.4
2013-04-02;1400;30.4;69.0;1.2
2013-04-02;1500;32.0;58.0;1.8
2013-04-02;1600;31.5;60.0;2.0
2013-04-02;1700;30.9;66.0;1.7
2013-04-02;1800;26.7;81.0;0.8
2013-04-02;1900;26.3;87.0;1.5
2013-04-02;2000;26.0;90.0;0.3
2013-04-02;2100;24.5;92.0;0.5
2013-04-02;2200;24.6;93.0;0.3
2013-04-02;2300;24.8;93.0;1.6
2013-04-03;0;23.6;94.0;2.3
2013-04-03;100;23.8;94.0;1.8
2013-04-03;200;23.2;93.0;0.3
2013-04-03;300;23.2;94.0;0.1
2013-04-03;400;23.1;94.0;0.0
2013-04-03;500;23.2;94.0;0.0
2013-04-03;600;23.2;94.0;0.0
2013-04-03;700;23.2;94.0;0.0
2013-04-03;800;23.1;94.0;0.0
2013-04-03;900;23.0;94.0;0.0
2013-04-03;1000;23.8;94.0;0.0
2013-04-03;1100;25.8;92.0;0.7
2013-04-03;1200;27.9;83.0;1.3
2013-04-03;1300;29.4;75.0;1.3
2013-04-03;1400;31.3;65.0;1.0
2013-04-03;1500;31.6;62.0;1.8
2013-04-03;1600;31.6;60.0;1.7
2013-04-03;1700;30.6;63.0;1.5
2013-04-03;1900;30.5;64.0;1.9
2013-04-03;2000;28.7;72.0;1.1
2013-04-03;2100;26.1;80.0;1.7
2013-04-03;2200;25.0;89.0;0.6
2013-04-03;2300;24.6;90.0;0.7
2013-04-04;0;24.7;90.0;0.1
2013-04-04;100;25.2;89.0;0.4
2013-04-04;200;25.2;89.0;0.4
2013-04-04;300;25.1;90.0;0.8
2013-04-04;400;24.8;91.0;0.1
2013-04-04;500;24.9;91.0;0.2
2013-04-04;600;24.8;91.0;0.2
2013-04-04;700;24.9;91.0;0.4
2013-04-04;800;24.9;91.0;0.0
2013-04-04;900;25.0;91.0;0.0
2013-04-04;1000;25.2;90.0;0.3
2013-04-04;1100;27.1;84.0;0.6
2013-04-04;1200;28.5;79.0;0.7
2013-04-04;1300;29.1;74.0;1.2
2013-04-04;1400;30.1;70.0;0.8
2013-04-04;1500;31.1;64.0;1.2
2013-04-04;1600;31.0;66.0;1.4
2013-04-04;1700;30.1;68.0;1.2
2013-04-04;1800;30.8;64.0;1.6
2013-04-04;1900;29.0;66.0;1.6
2013-04-04;2000;28.1;74.0;2.0
2013-04-04;2100;27.6;76.0;2.1
2013-04-04;2200;26.9;81.0;1.1
2013-04-04;2300;26.8;83.0;1.0
2013-04-05;0;26.6;84.0;0.9
2013-04-05;100;26.4;83.0;1.7
2013-04-05;200;26.0;84.0;0.4
2013-04-05;300;25.7;86.0;0.7
2013-04-05;400;25.4;87.0;0.7
2013-04-05;500;25.2;87.0;0.9
2013-04-05;600;24.9;88.0;0.1
2013-04-05;700;24.4;91.0;0.2
2013-04-05;800;24.0;92.0;0.0
2013-04-05;900;23.8;92.0;0.0
2013-04-05;1000;24.9;92.0;0.3
2013-04-05;1100;27.4;81.0;1.0
2013-04-05;1200;29.8;69.0;1.6
2013-04-05;1300;30.4;66.0;1.7
2013-04-05;1400;31.6;60.0;1.4
2013-04-05;1500;32.1;57.0;0.8
2013-04-05;1600;26.6;79.0;2.7
2013-04-05;1700;25.1;91.0;0.2
2013-04-05;1800;26.3;87.0;1.7
2013-04-05;1900;27.9;80.0;0.7
2013-04-05;2000;26.9;79.0;2.1
2013-04-05;2100;26.2;81.0;1.0
2013-04-05;2200;25.6;85.0;0.8
2013-04-05;2300;25.3;85.0;0.9
2013-04-06;0;25.3;87.0;0.5
2013-04-06;100;25.0;88.0;0.5
2013-04-06;200;25.0;89.0;0.7
2013-04-06;300;25.1;89.0;0.9
2013-04-06;400;24.9;90.0;0.2
2013-04-06;500;24.4;91.0;0.1
2013-04-06;600;24.2;92.0;0.3
2013-04-06;700;24.2;93.0;0.0
2013-04-06;800;24.3;93.0;0.2
2013-04-06;900;24.0;93.0;0.0
2013-04-06;1000;24.8;93.0;0.1
2013-04-06;1100;26.8;87.0;0.6
2013-04-06;1200;28.4;78.0;0.8
2013-04-06;1300;29.1;74.0;0.7
2013-04-06;1400;30.9;62.0;1.0
2013-04-06;1500;31.4;61.0;0.9
2013-04-06;1600;29.6;72.0;2.6
2013-04-06;1700;23.7;94.0;1.4
2013-04-06;1800;24.2;94.0;1.1
2013-04-06;1900;25.9;91.0;1.6
2013-04-06;2000;26.7;88.0;1.1
2013-04-06;2100;26.4;86.0;0.6
2013-04-06;2200;26.0;89.0;1.4
2013-04-06;2300;25.8;90.0;0.3
2013-04-07;0;25.6;89.0;0.9
2013-04-07;100;25.6;89.0;0.9
2013-04-07;200;24.7;91.0;1.1
2013-04-07;300;24.7;92.0;0.1
2013-04-07;400;24.6;93.0;0.2
2013-04-07;500;24.5;92.0;0.5
2013-04-07;600;24.1;92.0;0.0
2013-04-07;700;24.0;93.0;0.0
2013-04-07;800;23.8;93.0;0.0
2013-04-07;900;23.9;94.0;0.3
2013-04-07;1000;24.2;94.0;0.0
2013-04-07;1100;25.4;93.0;0.2
2013-04-07;1200;26.6;90.0;1.0
2013-04-07;1300;28.8;81.0;0.5
2013-04-07;1400;31.4;68.0;0.9
2013-04-07;1500;30.5;68.0;0.6
2013-04-07;1600;28.5;83.0;1.6
2013-04-07;1700;31.0;68.0;1.8
2013-04-07;1800;29.6;73.0;1.8
2013-04-07;1900;29.6;71.0;2.1
2013-04-07;2000;28.7;75.0;2.5
2013-04-07;2100;24.3;90.0;1.9
2013-04-07;2200;24.2;92.0;0.1
2013-04-07;2300;24.6;93.0;0.1
2013-04-08;0;25.1;93.0;0.2
2013-04-08;100;25.0;93.0;0.2
2013-04-08;200;25.1;93.0;0.1
2013-04-08;300;25.2;93.0;0.2
2013-04-08;400;25.0;93.0;0.0
2013-04-08;500;25.1;93.0;0.2
2013-04-08;600;25.0;93.0;0.1
2013-04-08;700;24.7;93.0;0.2
2013-04-08;800;24.7;93.0;0.0
2013-04-08;900;24.8;94.0;0.2
2013-04-08;1000;25.3;93.0;0.2
2013-04-08;1100;26.9;90.0;0.8
2013-04-08;1200;28.7;83.0;1.1
2013-04-08;1300;29.7;75.0;1.5
2013-04-08;1400;31.8;67.0;1.0
2013-04-08;1500;30.5;70.0;1.5
2013-04-08;1600;26.4;83.0;1.9
2013-04-08;1700;26.5;87.0;0.9
2013-04-08;1800;28.3;84.0;1.9
2013-04-08;1900;28.3;77.0;1.9
2013-04-08;2000;28.1;77.0;1.0
2013-04-08;2100;27.7;82.0;1.0
2013-04-08;2200;27.4;85.0;1.2
2013-04-08;2300;27.0;86.0;1.4
2013-04-09;0;26.6;89.0;0.4
2013-04-09;100;26.5;87.0;0.5
2013-04-09;200;26.0;89.0;0.1
2013-04-09;300;25.9;89.0;0.4
2013-04-09;400;25.5;91.0;0.4
2013-04-09;500;25.4;92.0;0.0
2013-04-09;600;25.2;93.0;0.1
2013-04-09;700;24.9;93.0;0.1
2013-04-09;800;25.0;93.0;0.3
2013-04-09;900;25.0;93.0;0.5
2013-04-09;1000;25.4;93.0;0.2
2013-04-09;1100;26.3;91.0;0.8
2013-04-09;1200;29.6;77.0;1.3
2013-04-09;1300;29.9;72.0;2.3
2013-04-09;1400;30.2;67.0;1.6
2013-04-09;1500;30.8;69.0;1.0
2013-04-09;1600;31.4;69.0;1.6
2013-04-09;1700;32.1;65.0;1.5
2013-04-09;1800;25.3;90.0;2.6
2013-04-09;1900;27.7;79.0;1.2
2013-04-09;2000;27.3;81.0;0.8
2013-04-09;2100;26.6;83.0;0.5
2013-04-09;2200;26.5;84.0;0.6
2013-04-09;2300;26.2;87.0;0.3
2013-04-10;0;26.0;89.0;0.1
2013-04-10;100;25.9;90.0;0.6
2013-04-10;200;24.6;93.0;0.5
2013-04-10;300;24.2;93.0;0.5
2013-04-10;400;24.2;93.0;0.3
2013-04-10;500;24.1;93.0;0.3
2013-04-10;600;23.8;92.0;0.4
2013-04-10;700;23.5;93.0;0.2
2013-04-10;800;23.5;93.0;0.3
2013-04-10;900;23.6;93.0;0.5
2013-04-10;1000;24.0;93.0;0.2
2013-04-10;1100;26.2;88.0;0.6
2013-04-10;1200;28.1;77.0;1.0
2013-04-10;1300;29.0;73.0;1.3
2013-04-10;1400;30.4;70.0;1.6
2013-04-10;1500;30.8;70.0;1.1
2013-04-10;1600;29.7;75.0;1.0
2013-04-10;1700;25.9;86.0;2.7
2013-04-10;1800;26.5;91.0;0.7
2013-04-10;1900;27.7;84.0;1.8
2013-04-10;2000;27.2;83.0;0.9
2013-04-10;2100;26.9;85.0;1.1
2013-04-10;2200;26.4;87.0;0.6
2013-04-10;2300;25.7;88.0;0.5
2013-04-11;0;25.4;89.0;0.3
2013-04-11;100;25.3;90.0;0.1
2013-04-11;200;25.1;91.0;0.0
2013-04-11;300;25.1;92.0;0.2
2013-04-11;400;25.3;92.0;0.1
2013-04-11;500;24.9;92.0;0.1
2013-04-11;600;24.9;93.0;0.3
2013-04-11;700;24.6;93.0;0.1
2013-04-11;800;24.2;93.0;0.0
2013-04-11;900;24.2;93.0;0.1
2013-04-11;1000;25.2;93.0;0.3
2013-04-11;1100;26.4;91.0;1.1
2013-04-11;1200;27.4;83.0;1.2
2013-04-11;1300;28.5;75.0;1.1
2013-04-11;1400;30.0;73.0;1.6
2013-04-11;1500;30.4;68.0;1.5
2013-04-11;1600;29.7;69.0;1.9
2013-04-11;1700;30.8;65.0;1.7
2013-04-11;1800;24.1;91.0;1.0
2013-04-11;1900;24.9;91.0;1.2
2013-04-11;2000;25.0;90.0;1.2
2013-04-11;2100;24.7;92.0;0.5
2013-04-11;2200;24.5;92.0;0.1
2013-04-11;2300;24.6;90.0;1.0
2013-04-12;0;24.1;88.0;0.7
2013-04-12;100;23.5;90.0;0.4
2013-04-12;200;23.3;90.0;0.2
2013-04-12;300;23.2;90.0;0.1
2013-04-12;400;23.0;91.0;0.2
2013-04-12;500;22.9;92.0;0.0
2013-04-12;600;22.7;93.0;0.2
2013-04-12;700;22.9;93.0;0.3
2013-04-12;800;22.9;93.0;0.0
2013-04-12;900;22.8;94.0;0.0
2013-04-12;1000;23.6;94.0;0.2
2013-04-12;1100;26.2;90.0;0.7
2013-04-12;1200;29.3;74.0;0.9
2013-04-12;1300;30.0;67.0;1.8
2013-04-12;1400;31.1;63.0;1.5
2013-04-12;1500;31.7;61.0;1.2
2013-04-12;1600;33.0;54.0;1.4
2013-04-12;1700;30.3;74.0;1.3
2013-04-12;1800;28.4;78.0;2.0
2013-04-12;1900;26.8;86.0;0.3
2013-04-12;2000;27.3;88.0;0.8
2013-04-12;2100;27.0;88.0;0.5
2013-04-12;2200;26.5;90.0;0.2
2013-04-12;2300;26.3;91.0;0.6
2013-04-13;0;26.7;86.0;0.9
2013-04-13;100;26.1;84.0;0.6
2013-04-13;200;25.9;84.0;0.4
2013-04-13;300;25.7;85.0;0.4
2013-04-13;400;25.4;87.0;0.3
2013-04-13;500;25.4;88.0;0.4
2013-04-13;600;25.0;90.0;0.1
2013-04-13;700;24.5;91.0;0.0
2013-04-13;800;24.4;93.0;0.0
2013-04-13;900;24.3;93.0;0.2
2013-04-13;1000;24.8;93.0;0.4
2013-04-13;1100;27.4;87.0;0.5
2013-04-13;1200;29.6;75.0;0.7
2013-04-13;1300;30.2;68.0;1.1
2013-04-13;1400;32.0;63.0;0.9
2013-04-13;1500;32.3;58.0;0.7
2013-04-13;1600;32.5;57.0;1.5
2013-04-13;1700;30.8;68.0;2.0
2013-04-13;1800;23.5;91.0;1.3
2013-04-13;1900;26.5;92.0;0.7
2013-04-13;2000;27.6;85.0;0.2
2013-04-13;2100;26.8;83.0;0.2
2013-04-13;2200;26.3;85.0;0.7
2013-04-13;2300;26.0;87.0;0.6
2013-04-14;0;26.2;87.0;1.0
2013-04-14;100;26.4;86.0;0.6
2013-04-14;200;25.9;88.0;2.0
2013-04-14;300;25.4;91.0;0.4
2013-04-14;400;25.0;93.0;0.0
2013-04-14;500;24.8;93.0;0.0
2013-04-14;600;24.5;93.0;0.0
2013-04-14;700;24.3;93.0;0.1
2013-04-14;800;24.2;94.0;0.0
2013-04-14;900;24.0;94.0;0.0
2013-04-14;1000;24.8;94.0;0.1
2013-04-14;1100;26.9;90.0;0.6
2013-04-14;1200;29.4;79.0;1.1
2013-04-14;1300;30.8;67.0;1.2
2013-04-14;1400;31.0;62.0;1.3
2013-04-14;1500;31.6;64.0;0.8
2013-04-14;1600;33.3;57.0;1.5
2013-04-14;1700;33.4;62.0;1.5
2013-04-14;1800;31.9;66.0;1.9
2013-04-14;1900;28.7;78.0;2.6
2013-04-14;2000;25.6;89.0;0.9
2013-04-14;2100;26.0;90.0;0.2
2013-04-14;2200;25.9;91.0;0.3
2013-04-14;2300;25.7;92.0;0.4
2013-04-15;0;25.6;91.0;0.4
2013-04-15;100;25.6;90.0;0.7
2013-04-15;200;25.4;90.0;0.6
2013-04-15;300;25.3;90.0;0.2
2013-04-15;400;25.2;91.0;0.7
2013-04-15;500;25.1;91.0;0.4
2013-04-15;600;25.1;91.0;0.3
2013-04-15;700;25.1;92.0;0.3
2013-04-15;800;24.8;92.0;0.0
2013-04-15;900;24.6;93.0;0.5
2013-04-15;1000;25.0;93.0;0.4
2013-04-15;1100;27.0;89.0;0.7
2013-04-15;1200;29.4;75.0;1.3
2013-04-15;1300;30.6;69.0;1.1
2013-04-15;1400;31.2;64.0;1.4
2013-04-15;1500;31.9;63.0;1.3
2013-04-15;1600;31.6;58.0;1.3
2013-04-15;1700;31.0;69.0;2.1
2013-04-15;1800;31.0;71.0;2.5
2013-04-15;1900;31.4;66.0;2.8
2013-04-15;2000;26.9;87.0;1.8
2013-04-15;2100;27.8;83.0;2.2
2013-04-15;2200;25.4;85.0;0.6
2013-04-15;2300;25.1;88.0;0.6
2013-04-16;0;25.3;89.0;0.2
2013-04-16;100;25.4;90.0;0.2
2013-04-16;200;25.3;90.0;0.2
2013-04-16;300;25.6;90.0;0.2
2013-04-16;400;25.2;92.0;1.1
2013-04-16;500;25.0;92.0;0.6
2013-04-16;600;24.9;92.0;0.2
2013-04-16;700;25.0;93.0;0.4
2013-04-16;800;24.8;93.0;0.0
2013-04-16;900;24.5;93.0;0.0
2013-04-16;1000;25.0;93.0;0.3
2013-04-16;1100;27.0;88.0;0.9
2013-04-16;1200;29.4;75.0;1.2
2013-04-16;1300;30.4;72.0;1.5
2013-04-16;1400;32.1;64.0;0.8
2013-04-16;1500;32.2;63.0;1.3
2013-04-16;1700;27.9;86.0;1.1
2013-04-16;1800;29.5;73.0;1.7
2013-04-16;1900;28.4;78.0;1.6
2013-04-16;2000;28.2;78.0;2.0
2013-04-16;2100;25.1;89.0;1.5
2013-04-16;2200;25.6;89.0;1.1
2013-04-16;2300;25.6;90.0;0.2
2013-04-17;0;26.0;90.0;0.8
2013-04-17;100;25.4;90.0;0.9
2013-04-17;200;25.1;92.0;0.0
2013-04-17;300;25.2;93.0;1.5
2013-04-17;500;23.0;93.0;0.2
2013-04-17;600;23.3;93.0;0.1
2013-04-17;700;23.3;94.0;0.0
2013-04-17;800;23.6;94.0;0.6
2013-04-17;900;23.8;94.0;0.0
2013-04-17;1000;24.1;94.0;0.1
2013-04-17;1100;25.2;93.0;0.9
2013-04-17;1200;27.2;86.0;1.9
2013-04-17;1300;29.6;77.0;1.5
2013-04-17;1400;30.2;71.0;1.2
2013-04-17;1500;31.4;65.0;1.3
2013-04-17;1600;25.3;81.0;1.3
2013-04-17;1700;28.6;75.0;1.8
2013-04-17;1800;27.1;79.0;1.7
2013-04-17;1900;27.1;81.0;1.6
2013-04-17;2000;27.3;83.0;0.7
2013-04-17;2100;27.2;85.0;0.3
2013-04-17;2200;26.8;87.0;0.5
2013-04-17;2300;26.4;90.0;0.9
2013-04-18;0;26.2;91.0;0.4
2013-04-18;100;25.3;92.0;1.2
2013-04-18;200;25.5;92.0;0.2
2013-04-18;300;25.3;92.0;0.2
2013-04-18;400;25.0;93.0;0.2
2013-04-18;500;24.6;93.0;1.1
2013-04-18;600;24.3;93.0;0.2
2013-04-18;700;24.2;93.0;0.6
2013-04-18;800;24.1;94.0;0.0
2013-04-18;900;24.2;94.0;0.3
2013-04-18;1000;24.8;94.0;0.0
2013-04-18;1100;26.9;91.0;0.5
2013-04-18;1200;27.9;80.0;1.3
2013-04-18;1300;30.2;73.0;0.7
2013-04-18;1400;29.4;72.0;1.1
2013-04-18;1500;30.2;72.0;1.2
2013-04-18;1600;31.6;67.0;1.6
2013-04-18;1800;25.6;93.0;1.1
2013-04-18;1900;26.6;87.0;1.1
2013-04-18;2000;25.1;89.0;0.2
2013-04-18;2100;25.2;91.0;0.1
2013-04-18;2200;24.8;92.0;0.5
2013-04-18;2300;24.9;93.0;0.3
2013-04-19;0;24.9;93.0;0.6
2013-04-19;100;24.9;93.0;1.9
2013-04-19;200;24.5;93.0;2.4
2013-04-19;300;23.5;93.0;0.0
2013-04-19;400;23.5;93.0;0.0
2013-04-19;500;23.4;93.0;0.2
2013-04-19;600;23.6;94.0;0.0
2013-04-19;700;23.6;94.0;0.0
2013-04-19;800;23.6;94.0;0.3
2013-04-19;900;23.4;94.0;0.4
2013-04-19;1000;23.5;94.0;0.0
2013-04-19;1100;24.2;94.0;0.5
2013-04-19;1200;24.9;92.0;0.3
2013-04-19;1300;26.2;87.0;0.8
2013-04-19;1400;26.5;83.0;0.7
2013-04-19;1500;28.1;76.0;0.6
2013-04-19;1600;28.2;78.0;0.7
2013-04-19;1700;28.9;71.0;0.6
2013-04-19;1800;30.0;70.0;1.8
2013-04-19;1900;26.0;84.0;2.3
2013-04-19;2000;25.7;90.0;0.9
2013-04-19;2100;25.6;90.0;0.8
2013-04-19;2200;25.7;90.0;0.4
2013-04-19;2300;25.6;91.0;0.0
2013-04-20;0;25.2;92.0;0.0
2013-04-20;100;25.1;93.0;0.7
2013-04-20;200;25.0;93.0;0.3
2013-04-20;300;24.8;93.0;0.4
2013-04-20;400;24.8;94.0;0.0
2013-04-20;500;24.8;94.0;0.5
2013-04-20;600;24.6;94.0;0.5
2013-04-20;700;24.5;94.0;0.1
2013-04-20;800;24.6;94.0;0.0
2013-04-20;900;24.4;94.0;0.0
2013-04-20;1000;24.6;94.0;0.6
2013-04-20;1100;25.4;93.0;0.2
2013-04-20;1200;27.7;83.0;0.6
2013-04-20;1300;28.7;73.0;0.7
2013-04-20;1400;30.5;63.0;0.8
