        DAT_MED,VEN_VEL,TEM_INS,UMD_INS,HR_MED
2016-01-17,0,25.3,91,600
2016-01-17,0,25,92,700
2016-01-17,0,24.7,92,800
2016-01-17,0,24.8,92,900
2016-01-17,0,25.4,92,1000
2016-01-17,0.4,26.6,90,1100
2016-01-17,0.9,28.7,79,1200
2016-01-17,1.1,30.2,71,1300
2016-01-17,0.8,30.6,67,1400
2016-01-17,1.7,32.5,55,1500
2016-01-17,1.6,31.5,67,1600
2016-01-17,1.8,31.8,66,1700
2016-01-17,2.6,31.3,65,1800
2016-01-17,2.7,30.9,66,1900
2016-01-17,0.4,25.6,85,2000
2016-01-17,0,26.2,90,2100
2016-01-17,1.1,26.9,90,2200
2016-01-17,0.7,27.4,85,2300
2016-01-18,1.6,27.3,82,0
2016-01-18,0.4,26.9,84,100
2016-01-18,0,26.6,85,200
2016-01-18,0,26.2,87,300
2016-01-18,0,26,87,400
2016-01-18,0.1,25.8,88,500
2016-01-18,0,25.3,89,600
2016-01-18,0,24.8,91,700
2016-01-18,0,25.1,91,800
2016-01-18,0,25.1,91,900
2016-01-18,0,25.3,91,1000
2016-01-18,0.1,27.5,85,1100
2016-01-18,1.2,29.2,74,1200
2016-01-18,1.5,30.9,65,1300
2016-01-18,0.9,32,59,1400
2016-01-18,1.2,33.7,53,1500
2016-01-18,2.1,31.8,65,1600
2016-01-18,1.1,30.3,67,1700
2016-01-18,0.6,30.2,72,1800
2016-01-18,0.7,25.1,90,1900
2016-01-18,0.1,26.4,91,2000
2016-01-18,0.1,26.2,90,2100
2016-01-18,0.5,26.2,90,2200
2016-01-18,0.1,25.7,91,2300
2016-01-19,0,25.5,92,0
2016-01-19,0.1,25.7,92,100
2016-01-19,0,25.6,92,200
2016-01-19,0,25.5,92,300
2016-01-19,0,25.5,92,400
2016-01-19,0.1,25.6,91,500
2016-01-19,0,25.5,91,600
2016-01-19,0,25.2,91,700
2016-01-19,0,24.9,91,800
2016-01-19,0,24.5,92,900
2016-01-19,0,25,92,1000
2016-01-19,0,27.3,86,1100
2016-01-19,0.4,28,79,1200
2016-01-19,0.3,29.6,72,1300
2016-01-19,0.5,30.6,63,1400
2016-01-19,0.6,31.4,57,1500
2016-01-19,0.7,33,51,1600
2016-01-19,1.4,30.6,64,1700
2016-01-19,1.6,31.6,63,1800
2016-01-19,1.9,31.8,61,1900
2016-01-19,1.9,31.2,62,2000
2016-01-19,2.1,29.8,66,2100
2016-01-19,0.4,28.1,73,2200
2016-01-19,0.1,27.3,75,2300
2016-01-20,0.3,27,78,0
2016-01-20,0,26.9,80,100
2016-01-20,0,26.6,81,200
2016-01-20,0,26.1,85,300
2016-01-20,0,25.8,85,400
2016-01-20,0.1,26.1,84,500
2016-01-20,0.2,26,84,600
2016-01-20,0,25.8,84,700
2016-01-20,0.2,26,84,800
2016-01-20,0,25.6,86,900
2016-01-20,0,25.9,85,1000
2016-01-20,0.2,26.3,85,1100
2016-01-20,0.1,28.2,76,1200
2016-01-20,0.2,29.5,70,1300
2016-01-20,0.6,29.3,67,1400
2016-01-20,1.8,26.9,81,1500
2016-01-20,2.5,29.9,62,1600
2016-01-20,3.3,28.5,65,1700
2016-01-20,2.5,29.6,64,1800
2016-01-20,2.8,29.4,66,1900
2016-01-20,2.2,29.1,68,2000
2016-01-20,1.8,28.2,70,2100
2016-01-20,1.6,27.6,74,2200
2016-01-20,1,27.3,76,2300
2016-01-21,0.7,27.1,76,0
2016-01-21,0.4,26.7,77,100
2016-01-21,0.3,26.1,81,200
2016-01-21,0.1,26,81,300
2016-01-21,0.7,25.7,81,400
2016-01-21,0.2,25.7,83,500
2016-01-21,0.2,25.6,84,600
2016-01-21,0,25.6,83,700
2016-01-21,0.1,25.5,82,800
2016-01-21,0,24.9,84,900
2016-01-21,0.2,25.7,83,1000
2016-01-21,0.8,27.7,73,1100
2016-01-21,1.7,28.3,70,1200
2016-01-21,2.4,29.2,63,1300
2016-01-21,1.9,30.5,60,1400
2016-01-21,2.9,31.4,53,1500
2016-01-21,2.4,31.9,54,1600
2016-01-21,2.1,31.7,51,1700
2016-01-21,1.9,32.2,52,1800
2016-01-21,2.4,32.5,49,1900
2016-01-21,1.6,31.3,51,2000
2016-01-21,1.7,30,59,2100
2016-01-21,1.7,28.6,67,2200
2016-01-21,1.5,28,72,2300
2016-01-22,1.1,27.6,71,0
2016-01-22,1.5,27.4,73,100
2016-01-22,1.7,26.9,76,200
2016-01-22,0.8,26.7,78,300
2016-01-22,0.7,26.7,79,400
2016-01-22,0.7,26.7,80,500
2016-01-22,0.4,26.5,80,600
2016-01-22,0,26.3,81,700
2016-01-22,0.3,26,82,800
2016-01-22,0,25.2,85,900
2016-01-22,0,25.5,85,1000
2016-01-22,0.6,27.3,77,1100
2016-01-22,1,28.9,69,1200
2016-01-22,0.8,29.2,68,1300
2016-01-22,2.2,28.2,68,1400
2016-01-22,2.6,29.5,66,1500
2016-01-22,1.9,28.7,67,1600
2016-01-22,1.2,31.2,56,1700
2016-01-22,2.1,30.7,55,1800
2016-01-22,1.2,30.9,57,1900
2016-01-22,1.5,30.1,59,2000
2016-01-22,1.7,29.3,63,2100
2016-01-22,1.1,28.4,66,2200
2016-01-22,1,28.2,69,2300
2016-01-23,0.6,27.9,70,0
2016-01-23,0.5,27.5,72,100
2016-01-23,0.3,27.2,74,200
2016-01-23,0.1,25.9,80,300
2016-01-23,1,25.6,83,400
2016-01-23,0,25.1,84,500
2016-01-23,0,24.9,85,600
2016-01-23,0.1,24.9,87,700
2016-01-23,0,25,88,800
2016-01-23,0,25.1,87,900
2016-01-23,0.1,25.8,86,1000
2016-01-23,0.1,26.7,82,1100
2016-01-23,0.2,27.6,78,1200
2016-01-23,0.9,28.2,77,1300
2016-01-23,1.1,30,65,1400
2016-01-23,1.2,28.4,77,1500
2016-01-23,2.5,27.9,76,1600
2016-01-23,1.6,28.7,74,1700
2016-01-23,2.5,30.2,68,1800
2016-01-23,0.9,26.8,86,1900
2016-01-23,1.2,27.9,77,2000
2016-01-23,1.3,28.1,72,2100
2016-01-23,1,27.6,75,2200
2016-01-23,0.9,27.4,76,2300
2016-01-24,0.7,27.3,77,0
2016-01-24,0.2,27.2,79,100
2016-01-24,0.4,27.2,79,200
2016-01-24,0.2,27,81,300
2016-01-24,0.1,26.8,82,400
2016-01-24,0,26.4,84,500
2016-01-24,0,26,86,600
2016-01-24,0.1,25.7,87,700
2016-01-24,0.2,25.2,90,800
2016-01-24,0.3,24.5,91,900
2016-01-24,0.1,24.5,91,1000
2016-01-24,0,25.8,88,1100
2016-01-24,0,26.6,83,1200
2016-01-24,1,29.2,72,1300
2016-01-24,0.9,30.8,61,1400
2016-01-24,0.8,30.1,68,1500
2016-01-24,1.5,30,65,1600
2016-01-24,2,27.2,77,1700
2016-01-24,0.6,25.8,88,1800
2016-01-24,0.6,29.3,74,1900
2016-01-24,1.3,30.6,70,2000
2016-01-24,2.1,28.9,74,2100
2016-01-24,0.8,26.8,87,2200
2016-01-24,0.8,26.4,87,2300
2016-01-25,0.2,26.2,86,0
2016-01-25,0.2,26.1,86,100
2016-01-25,0,25.7,87,200
2016-01-25,0.1,25.4,89,300
2016-01-25,0,24.9,91,400
2016-01-25,0.1,24.9,92,500
2016-01-25,0.2,24.7,91,600
2016-01-25,0,24.6,92,700
2016-01-25,0.1,24.6,92,800
2016-01-25,0,24.5,92,900
2016-01-25,0.1,25.1,92,1000
2016-01-25,0.1,26.2,89,1100
2016-01-25,1.4,27,83,1200
2016-01-25,1.8,28.2,76,1300
2016-01-25,1.4,29.4,73,1400
2016-01-25,2,27.4,80,1500
2016-01-25,1.4,29.7,75,1600
2016-01-25,0.3,28.6,85,1700
2016-01-25,0.9,29.4,78,1800
2016-01-25,1.5,28.5,79,1900
2016-01-25,0.2,26.8,87,2000
2016-01-25,0.9,26.4,88,2100
2016-01-25,0.2,26,87,2200
2016-01-25,0.1,26.4,87,2300
2016-01-26,0.2,26.1,88,0
2016-01-26,0,25.7,88,100
2016-01-26,0,25.7,89,200
2016-01-26,0,25.5,89,300
2016-01-26,0,25.4,90,400
2016-01-26,0,25.4,90,500
2016-01-26,0,25.5,90,600
2016-01-26,0,25.5,90,700
2016-01-26,0,25.4,90,800
2016-01-26,0,25.5,90,900
2016-01-26,0.1,25.8,89,1000
2016-01-26,0,26.8,86,1100
2016-01-26,0.6,28.3,80,1200
2016-01-26,1.4,30.1,71,1300
2016-01-26,1.9,31.6,66,1400
2016-01-26,1.8,32.2,62,1500
2016-01-26,1.1,24.3,85,1600
2016-01-26,1.1,26.6,90,1700
2016-01-26,2.1,28.5,82,1800
2016-01-26,1.9,28.9,74,1900
2016-01-26,0.9,27.4,82,2000
2016-01-26,0.2,26.3,88,2100
2016-01-26,0.2,26.1,90,2200
2016-01-26,0,26,91,2300
2016-01-27,0,25.6,92,0
2016-01-27,0.3,25.2,92,100
2016-01-27,0.1,24.7,93,200
2016-01-27,0.1,24.2,93,300
2016-01-27,0.1,23.9,93,400
2016-01-27,0,24,93,500
2016-01-27,0,24.2,94,600
2016-01-27,0.2,24.1,94,700
2016-01-27,0,24.2,94,800
2016-01-27,0,24.2,94,900
2016-01-27,0.5,24.1,94,1000
2016-01-27,1.2,24.4,94,1100
2016-01-27,0.8,25.6,93,1200
2016-01-27,0.6,28.6,88,1300
2016-01-27,1.8,29,73,1400
2016-01-27,1.6,31.2,65,1500
2016-01-27,0,24.6,90,1600
2016-01-27,0.9,25.1,91,1700
2016-01-27,0.4,24.9,92,1800
2016-01-27,1.8,24.9,92,1900
2016-01-27,0,24.7,93,2000
2016-01-27,0.1,24.8,93,2100
2016-01-27,0.2,24.5,93,2200
2016-01-27,0,24.5,93,2300
2016-01-28,0,24.6,93,0
2016-01-28,0,24.5,93,100
2016-01-28,0,24.4,94,200
2016-01-28,0,24.3,94,300
2016-01-28,0,24.1,94,400
2016-01-28,0,23.8,94,500
2016-01-28,0,23.9,94,600
2016-01-28,0,23.8,94,700
2016-01-28,0,23.7,94,800
2016-01-28,0,23.5,94,900
2016-01-28,1.4,23.5,94,1000
2016-01-28,1.5,24.2,94,1100
2016-01-28,1.1,25.1,92,1200
2016-01-28,1.8,26.7,88,1300
2016-01-28,0.7,27.7,81,1400
2016-01-28,1,28.9,73,1500
2016-01-28,1.4,29.4,69,1600
2016-01-28,1,30.3,68,1700
2016-01-28,1.2,29.6,70,1800
2016-01-28,2.3,26.2,83,1900
2016-01-28,0.8,23.1,93,2000
2016-01-28,0.1,22.9,93,2100
2016-01-28,0,22.9,93,2200
2016-01-28,0,22.9,93,2300
2016-01-29,0,22.8,94,0
2016-01-29,0,22.7,94,100
2016-01-29,0.2,22.6,94,200
2016-01-29,0,22.7,94,300
2016-01-29,0,23,94,400
2016-01-29,0,23,94,500
2016-01-29,0,23.1,94,600
2016-01-29,0,23.3,94,700
2016-01-29,0.2,23.4,94,800
2016-01-29,0.1,23.5,94,900
2016-01-29,0,23.5,94,1000
2016-01-29,0.3,23.7,94,1100
2016-01-29,0,25.1,94,1200
2016-01-29,1.4,27.3,91,1300
2016-01-29,1.8,28.3,78,1400
2016-01-29,1.3,30.2,67,1500
2016-01-29,2.2,30.5,66,1600
2016-01-29,1.7,30.1,66,1700
2016-01-29,0.7,26.1,87,1800
2016-01-29,0.5,28,84,1900
2016-01-29,1.7,27.4,84,2000
2016-01-29,0.8,27.4,83,2100
2016-01-29,1,26.5,84,2200
2016-01-29,1,24.6,90,2300
2016-01-30,0.5,24.3,91,0
2016-01-30,0.2,24.4,92,100
2016-01-30,0.4,24.2,92,200
2016-01-30,0,24.2,93,300
2016-01-30,0,24.2,93,400
2016-01-30,0.3,24.1,93,500
2016-01-30,0,24,93,600
2016-01-30,0,23.8,93,700
2016-01-30,0,23.7,93,800
2016-01-30,0,24,94,900
2016-01-30,0,24.1,94,1000
2016-01-30,0.1,24.7,93,1100
2016-01-30,0.3,26.7,90,1200
2016-01-30,0.9,29.5,82,1300
2016-01-30,1.3,29.6,72,1400
2016-01-30,0.8,30.7,67,1500
2016-01-30,1.6,31,64,1600
2016-01-30,0.4,30.2,69,1700
2016-01-30,1.9,25.6,83,1800
2016-01-30,0.9,25.8,88,1900
2016-01-30,1.2,27.3,75,2000
2016-01-30,2.6,25.5,81,2100
2016-01-30,1.2,23.9,88,2200
2016-01-30,0.2,23.8,88,2300
2016-01-31,0.8,23.6,90,0
2016-01-31,0.1,23.7,90,100
2016-01-31,0.6,23.9,90,200
2016-01-31,0.1,23.9,91,300
2016-01-31,0.2,24.2,90,400
2016-01-31,0.1,24,91,500
2016-01-31,0.5,24.6,91,600
2016-01-31,0,24.5,91,700
2016-01-31,0,24.4,92,800
2016-01-31,0,24.3,92,900
2016-01-31,0,24.5,93,1000
2016-01-31,0,25.3,92,1100
2016-01-31,0.5,26.7,89,1200
2016-01-31,0.9,28,79,1300
2016-01-31,1.1,29.4,74,1400
2016-01-31,0.4,30.1,68,1500
2016-01-31,0.6,29.4,77,1600
2016-01-31,0.9,30.4,66,1700
2016-01-31,0.9,24.5,90,1800
2016-01-31,1.6,24.5,88,1900
2016-01-31,0.8,24.6,86,2000
2016-01-31,0.9,24.1,85,2100
2016-01-31,0.6,23.9,88,2200
2016-01-31,0.7,24.1,89,2300
2016-02-01,0.6,24,89,0
2016-02-01,0.1,24.2,88,100
2016-02-01,0.2,24.3,88,200
2016-02-01,1.2,24.2,88,300
2016-02-01,0,24,89,400
2016-02-01,0.7,23.8,90,500
2016-02-01,0.7,23.7,90,600
2016-02-01,0.2,23.5,91,700
2016-02-01,0.1,23.4,92,800
2016-02-01,0.1,23.4,92,900
2016-02-01,0,23.4,92,1000
2016-02-01,0.4,24.3,92,1100
2016-02-01,0.3,25.2,89,1200
2016-02-01,0.2,26,83,1300
2016-02-01,1.7,27.6,76,1400
2016-02-01,1.1,28.5,70,1500
2016-02-01,1.5,30.2,66,1600
2016-02-01,1.1,30,66,1700
2016-02-01,2,27,74,1800
2016-02-01,1.5,28.4,73,1900
2016-02-01,1.1,29.2,75,2000
2016-02-01,0.7,27.7,75,2100
2016-02-01,0.9,26.8,71,2200
2016-02-01,0.5,26.1,75,2300
2016-02-02,1,25.7,78,0
2016-02-02,0.7,25.4,80,100
2016-02-02,1.1,25.2,83,200
2016-02-02,0.5,24.9,86,300
2016-02-02,0.6,24.7,87,400
2016-02-02,0.3,24.4,89,500
2016-02-02,0.1,24.3,90,600
2016-02-02,1.6,24.1,91,700
2016-02-02,0.6,23.9,91,800
2016-02-02,0.2,23.9,91,900
2016-02-02,0.5,24.2,92,1000
2016-02-02,1.4,24.5,90,1100
2016-02-02,0.9,25.3,88,1200
2016-02-02,0.5,26.3,85,1300
2016-02-02,1.2,27.5,76,1400
2016-02-02,2.1,29,70,1500
2016-02-02,0.8,29.4,68,1600
2016-02-02,1.2,29.4,67,1700
2016-02-02,1.9,29.4,69,1800
2016-02-02,1.5,30.5,63,1900
2016-02-02,1.4,30.2,64,2000
2016-02-02,0.9,29,71,2100
2016-02-02,1.2,27.2,77,2200
2016-02-02,1.3,25.7,88,2300
2016-02-03,0.6,23.8,91,0
2016-02-03,1,23.7,92,100
2016-02-03,0.8,23.7,93,200
2016-02-03,1.1,23.5,93,300
2016-02-03,1.1,23.6,92,400
2016-02-03,0.4,23.6,92,500
2016-02-03,0.2,23.4,93,600
2016-02-03,0.2,23.4,93,700
2016-02-03,0.5,23.3,93,800
2016-02-03,0,23.3,93,900
2016-02-03,0,23.4,93,1000
2016-02-03,0.4,24,93,1100
2016-02-03,1.4,25.5,92,1200
2016-02-03,1.7,26.6,84,1300
2016-02-03,1.1,28.6,75,1400
2016-02-03,1.3,27.7,77,1500
2016-02-03,0.9,27.7,77,1600
2016-02-03,1.1,29,70,1700
2016-02-03,1.9,26.8,82,1800
2016-02-03,1.6,23.8,82,1900
2016-02-03,0.5,24.2,88,2000
2016-02-03,0.3,24.8,89,2100
2016-02-03,0.8,24.5,90,2200
2016-02-03,0.4,24.1,91,2300
2016-02-04,0,24.2,92,0
2016-02-04,0,24.2,92,100
2016-02-04,0.5,24.4,93,200
2016-02-04,0,24.3,93,300
2016-02-04,0.4,24.4,93,400
2016-02-04,0.1,24.4,93,500
2016-02-04,0.2,24.4,93,600
2016-02-04,0.7,24.5,94,700
2016-02-04,0.1,24.4,94,800
2016-02-04,0.2,24.3,94,900
2016-02-04,0.9,24.5,94,1000
2016-02-04,0.2,25.3,94,1100
2016-02-04,1,26.9,91,1200
2016-02-04,1.4,28.6,78,1300
2016-02-04,1.1,29.8,70,1400
2016-02-04,0.6,29.5,70,1500
2016-02-04,0.9,29.9,67,1600
2016-02-04,1.3,29.5,79,1700
2016-02-04,1.4,25,87,1800
2016-02-04,0.9,25.3,90,1900
2016-02-04,0.4,24.4,92,2000
2016-02-04,0.3,24.5,93,2100
2016-02-04,0.4,24.4,93,2200
2016-02-04,0.3,24.3,93,2300
2016-02-05,0,24.3,93,0
2016-02-05,0.1,24.2,94,100
2016-02-05,0.1,24.3,94,200
2016-02-05,0,24.3,94,300
2016-02-05,0.1,24.4,94,400
2016-02-05,0,24.4,94,500
2016-02-05,0,24.4,94,600
2016-02-05,0,24.4,94,700
2016-02-05,0,24.2,94,800
2016-02-05,0,24.1,94,900
2016-02-05,0,24.3,94,1000
2016-02-05,0.5,24.7,94,1100
2016-02-05,0.4,26.8,93,1200
2016-02-05,0.9,28.7,85,1300
2016-02-05,1.2,30.9,70,1400
2016-02-05,1.2,28.6,79,1500
2016-02-05,1.8,30.2,71,1600
2016-02-05,1.1,26.9,82,1700
2016-02-05,0.9,26,92,1800
2016-02-05,0,24.9,92,1900
2016-02-05,0.5,25,93,2000
2016-02-05,0.4,25.1,92,2100
2016-02-05,0.3,24.6,92,2200
2016-02-05,0.8,24.7,92,2300
2016-02-06,0.7,24.5,93,0
2016-02-06,0.6,24.7,92,100
2016-02-06,0.4,24.6,92,200
2016-02-06,0.3,24.7,92,300
2016-02-06,0.1,24.4,93,400
2016-02-06,0,24.2,93,500
2016-02-06,0,24,93,600
2016-02-06,0,23.9,94,700
2016-02-06,0,24,94,800
2016-02-06,0.2,24.1,94,900
2016-02-06,0,24.4,94,1000
2016-02-06,0.3,25.3,93,1100
2016-02-06,0.7,27.4,90,1200
2016-02-06,0.7,29.9,80,1300
2016-02-06,1.3,29.6,73,1400
2016-02-06,1.1,31.5,65,1500
2016-02-06,0.9,29.1,77,1600
2016-02-06,1.8,29.2,73,1700
2016-02-06,1.9,25.4,88,1800
2016-02-06,1,25.1,92,1900
2016-02-06,0.9,25.3,92,2000
2016-02-06,0.4,25.1,92,2100
2016-02-06,0.6,25,92,2200
2016-02-06,0,25,93,2300
2016-02-07,0,25,93,0
2016-02-07,0.5,25,93,100
2016-02-07,0.2,25.1,93,200
2016-02-07,1,25.1,93,300
2016-02-07,0.1,25.1,93,400
2016-02-07,0.1,25.1,93,500
2016-02-07,0.2,25.1,93,600
2016-02-07,0,25,93,700
2016-02-07,0,24.7,94,800
2016-02-07,0,24.6,94,900
2016-02-07,0,25,94,1000
2016-02-07,0.3,26,93,1100
2016-02-07,0.9,27.8,90,1200
2016-02-07,1,29.2,78,1300
2016-02-07,1.2,30.8,65,1400
2016-02-07,1.5,31.9,62,1500
2016-02-07,1.1,33.1,60,1600
2016-02-07,0.8,32.9,57,1700
2016-02-07,0.7,25,92,1800
2016-02-07,1.3,26.5,90,1900
2016-02-07,0.7,27,81,2000
2016-02-07,0.8,26.5,85,2100
2016-02-07,0.5,26.3,86,2200
2016-02-07,0.1,26,88,2300
2016-02-08,1,25.9,89,0
2016-02-08,0.1,25.7,89,100
2016-02-08,0.2,25.4,90,200
2016-02-08,0.5,25.8,89,300
2016-02-08,0.2,25.6,90,400
2016-02-08,0.2,25.2,91,500
2016-02-08,0.2,25.1,91,600
2016-02-08,0.1,24.8,92,700
2016-02-08,0,24.7,92,800
2016-02-08,0.1,24.9,92,900
2016-02-08,0.6,25.4,92,1000
2016-02-08,0.7,26.6,89,1100
2016-02-08,1.1,28.5,80,1200
2016-02-08,1.3,29.6,71,1300
2016-02-08,1.5,31.4,64,1400
2016-02-08,1.2,31.6,63,1500
2016-02-08,1.6,29.7,71,1600
2016-02-08,1.2,28.9,80,1700
2016-02-08,1.5,24,92,1800
2016-02-08,0.7,24.8,93,1900
2016-02-08,1.1,24.9,93,2000
2016-02-08,0.7,24.9,93,2100
2016-02-08,0.1,24.7,93,2200
2016-02-08,0.9,24.7,93,2300
2016-02-09,0.2,24.8,92,0
2016-02-09,0.7,25.1,92,100
2016-02-09,1.1,25.1,91,200
2016-02-09,0.5,24.9,91,300
2016-02-09,0.6,25,91,400
2016-02-09,0.1,24.6,92,500
2016-02-09,0,24.5,92,600
2016-02-09,0.1,24.4,93,700
2016-02-09,0.2,24.4,93,800
2016-02-09,0,24.1,93,900
2016-02-09,0.1,24.8,93,1000
2016-02-09,1.3,26.2,91,1100
2016-02-09,1.6,27.8,82,1200
2016-02-09,1.5,28.9,72,1300
2016-02-09,1.3,31.1,64,1400
2016-02-09,1.8,31.2,61,1500
2016-02-09,1.3,32.5,58,1600
2016-02-09,1,33.2,57,1700
2016-02-09,2.9,32.6,55,1800
2016-02-09,3.3,26.4,76,1900
2016-02-09,0.4,30,76,2000
2016-02-09,0.8,29.5,76,2100
2016-02-09,0.2,28.1,79,2200
2016-02-09,0.4,28.1,78,2300
2016-02-10,0,24.7,88,0
2016-02-10,0.4,26,90,100
2016-02-10,0.5,26.2,89,200
2016-02-10,0.7,26,89,300
2016-02-10,0.2,25.8,90,400
2016-02-10,0.1,25.6,90,500
2016-02-10,0.4,25.3,91,600
2016-02-10,0.1,25,92,700
2016-02-10,0,24.7,92,800
2016-02-10,0,24.5,93,900
2016-02-10,0.1,24.8,93,1000
2016-02-10,0.4,26.5,92,1100
2016-02-10,0.7,28.4,86,1200
2016-02-10,1.6,29.6,73,1300
2016-02-10,0.9,30.7,66,1400
2016-02-10,1.4,31.9,63,1500
2016-02-10,0.5,32.1,60,1600
2016-02-10,1.6,23.8,91,1700
2016-02-10,1.2,26.1,91,1800
2016-02-10,1.1,30,76,1900
2016-02-10,2.2,22.1,91,2000
2016-02-10,0.4,22.8,93,2100
2016-02-10,0,22.9,93,2200
2016-02-10,0.7,23.6,93,2300
2016-02-11,0,23.8,93,0
2016-02-11,0,23.8,93,100
2016-02-11,0.2,24.1,93,200
2016-02-11,0.8,24.4,93,300
2016-02-11,0.2,24.5,93,400
2016-02-11,0.4,24.3,93,500
2016-02-11,0.4,24.3,93,600
2016-02-11,0,24.2,94,700
2016-02-11,0.3,24.2,94,800
2016-02-11,0,24.4,94,900
2016-02-11,0,24.7,94,1000
2016-02-11,0.2,26.1,93,1100
2016-02-11,1,27.7,88,1200
2016-02-11,0.7,30.2,75,1300
2016-02-11,1.5,30.5,69,1400
2016-02-11,1.4,31.1,66,1500
2016-02-11,1.8,32.8,57,1600
2016-02-11,1.6,30.7,76,1700
2016-02-11,2.3,31.1,67,1800
2016-02-11,1,24.6,89,1900
2016-02-11,1.1,23.4,92,2000
2016-02-11,0.9,24,92,2100
2016-02-11,0.5,24.3,93,2200
2016-02-11,0.2,24.3,93,2300
2016-02-12,0,24.2,93,0
2016-02-12,0,24.3,93,100
2016-02-12,0.8,24.5,93,200
2016-02-12,0.1,24.7,93,300
2016-02-12,0,24.7,94,400
2016-02-12,0.1,24.8,94,500
2016-02-12,0,24.9,94,600
2016-02-12,0.1,24.7,94,700
2016-02-12,0,24.7,94,800
2016-02-12,0,24.7,94,900
2016-02-12,0.3,25,94,1000
2016-02-12,0.8,25.7,94,1100
2016-02-12,0.7,27.2,92,1200
2016-02-12,1.2,29.3,82,1300
2016-02-12,0.5,30.9,72,1400
2016-02-12,1.6,29.4,73,1500
2016-02-12,1.6,26.6,84,1600
2016-02-12,0.9,26.7,89,1700
2016-02-12,1.5,28.1,82,1800
2016-02-12,1,27,84,1900
2016-02-12,2,26.5,81,2000
2016-02-12,1.6,26.1,84,2100
2016-02-12,0.8,25.3,83,2200
2016-02-12,0.3,25.1,83,2300
2016-02-13,0,24.7,88,0
2016-02-13,0,24.7,90,100
2016-02-13,0,24.4,91,200
2016-02-13,0,24.4,92,300
2016-02-13,0.3,24.7,92,400
2016-02-13,0,24.7,92,500
2016-02-13,0,24.7,92,600
2016-02-13,0,24.6,93,700
2016-02-13,0,24.4,93,800
2016-02-13,0,24.4,93,900
2016-02-13,0.1,24.8,93,1000
2016-02-13,0.1,26.2,92,1100
2016-02-13,0.9,27.9,86,1200
2016-02-13,0.6,28.5,79,1300
2016-02-13,1.3,29,71,1400
2016-02-13,0.7,29.8,72,1500
2016-02-13,1.4,29.2,71,1600
2016-02-13,1.6,23.9,90,1700
2016-02-13,0.4,25.8,91,1800
2016-02-13,1.1,27,89,1900
2016-02-13,0.4,27.7,85,2000
2016-02-13,2,25.7,85,2100
2016-02-13,0.5,24.4,91,2200
2016-02-13,0.6,24.1,91,2300
2016-02-14,0.5,24,91,0
2016-02-14,0.1,24,91,100
2016-02-14,0.3,24.2,90,200
2016-02-14,0.2,24.1,91,300
2016-02-14,0,24,91,400
2016-02-14,0,24,92,500
2016-02-14,0,24,92,600
2016-02-14,0,24,92,700
2016-02-14,0,24,93,800
2016-02-14,0,24,93,900
2016-02-14,0,24.2,93,1000
2016-02-14,0.3,25.5,93,1100
2016-02-14,0.6,27.3,90,1200
2016-02-14,0.8,28.9,80,1300
2016-02-14,1.3,30,72,1400
2016-02-14,0.8,31.5,70,1500
2016-02-14,1.6,30.2,72,1600
2016-02-14,2.9,25.8,82,1700
2016-02-14,1.4,23.9,89,1800
2016-02-14,1.5,25,89,1900
2016-02-14,1.3,25.5,89,2000
2016-02-14,0.9,25.1,87,2100
2016-02-14,0.7,24.5,87,2200
2016-02-14,0.3,24.4,86,2300
2016-02-15,0.1,24,87,0
2016-02-15,0,23.7,90,100
2016-02-15,0,23.8,91,200
2016-02-15,0,23.9,92,300
2016-02-15,0,24,92,400
2016-02-15,0,24.2,93,500
2016-02-15,0,23.9,93,600
2016-02-15,0,24,93,700
2016-02-15,0.1,24.2,94,800
2016-02-15,0,24.2,94,900
2016-02-15,0,24.5,94,1000
2016-02-15,0.2,25.6,94,1100
2016-02-15,0.5,28.3,89,1200
2016-02-15,1.4,29.4,75,1300
2016-02-15,1,29.7,74,1400
2016-02-15,1.6,31.1,64,1500
2016-02-15,1.2,32.4,66,1600
2016-02-15,1.4,28.7,76,1700
2016-02-15,1.2,24.1,82,1800
2016-02-15,0.4,26,88,1900
2016-02-15,0.1,26.4,89,2000
2016-02-15,0.4,26.1,90,2100
2016-02-15,0.7,26.6,90,2200
2016-02-15,0.7,26.7,90,2300
2016-02-16,0.3,26.6,89,0
2016-02-16,0.2,26.3,89,100
2016-02-16,0,25.8,91,200
2016-02-16,0.1,25.5,92,300
2016-02-16,0.1,25.3,92,400
2016-02-16,0.1,25.2,93,500
2016-02-16,0,25,93,600
2016-02-16,0,24.7,93,700
2016-02-16,0,24.9,93,800
2016-02-16,0,25,93,900
2016-02-16,0,25,94,1000
2016-02-16,0.2,25.9,93,1100
2016-02-16,0.5,27.7,90,1200
2016-02-16,1.1,28.6,82,1300
2016-02-16,1.1,28.9,77,1400
2016-02-16,1.5,28.7,77,1500
2016-02-16,1.3,25.2,92,1600
2016-02-16,2.8,25.6,86,1700
2016-02-16,0.6,26.3,81,1800
2016-02-16,0.7,28.6,78,1900
2016-02-16,0.7,27,75,2000
2016-02-16,0.9,26.1,82,2100
2016-02-16,0.6,25.4,87,2200
2016-02-16,0.5,25,89,2300
2016-02-17,0.6,25.2,87,0
2016-02-17,0.3,25,88,100
2016-02-17,0.5,25,89,200
2016-02-17,0.3,25.1,89,300
